462;Thou Thinkest Lord Of Me;;"Thou thinkest Lord of me
Thou thinkest Lord of me
What need I fear when Thou art near
575;Wouldn't Take Nothing (B);;"I started out traveling for the Lord
my years ago.
I've had a lot of heartaches,
had a lot of troubles and woes.
Oh, when I would stumble,
then I would humble down,
I'd say, "" Thank the Lord,
I wouldn't take nothing for my journey now.""

Chorus
I wouldn't take nothing for my journey now,
I've got to make it to Heaven somehow.
Though the devil tempts me and
tries to turn me around.
He's offered everything that's got a name,
all the wealth I want and worldly fame,
But if I could , still I wouldn't take
nothing for my journey now.

There's nothing in this world that
could ever take the place of God's love.
Silver and gold could never buy
His love from above.
When my soul needs healing and
I begin feeling His power,
I can say, "" Thank the Lord,
I wouldn't take nothing for my journey now."""
576;Come Away (BW);;"There's a table dressed in linen
a banquet is prepared
A host of angels gathered
for the celebration there
The bride is almost ready
in spotless white array
A hush falls over heaven
as the groom begins to say

Chorus
Come away, my love
Come away, my love
I have waited for this day,
When I could give to you
my name
Eternity awaits us,
Come away......my love

I have loved you from creation
long before you came to me
I've carried that love with me
all the way to Calvary
Though it wasn't over
when they laid me in the tomb
I proved my love would never die
I rose again for you

Take us away, my Lord
Take us away, my Lord
We have waited for this day,
When we could take upon
your name
Eternity awaits us,
Take us away, my Lord"
577;The Dove Leads The Lamb (B);;"The Spirit and the Bride
are saying come
The Elect are being stirred
inside their hearts
Our uniting time has come,
We and the Father are one
Soon we'll be with our Lord
for evermore.

Chorus
The evening light has come
the Bride is making preparations
She's hearing the shout
of Her King
The Token's been applied
it's cleaning from inside
And the Dove leads the Lamb
once again.

Fine linen clean and white
is granted to Her
She's washed in the blood
of Gods' own Son
With righteousness that's not Her own
She's just before His throne
Where She'll reign with Her Lord
for evermore."
578;I've Got To Prove (PBW);;"I've got to prove, 
I'm one in a million.
I've got to show, 
The power of the blood
I've got to prove , I'm not like those from Satan's Eden.
I've got to show that I'm a person,
That this world isn't worthy of."
579;Dove Leading The Eagle (B);E;"I just want the Dove
To lead this eagle 
I just want the Dove 
To lead this eagle home
For I know the Dove is here
He has come to lead God's eagles
And I know he will guide me
And keep me in His Word.

I just want to follow
The way You will lead me
I just want to follow
The way that You will go
For I know You will lead me
In the footprints that You have left
And I know that You will guide me
And keep me in this path.

I just love that Dove
For He is my Lord
I just love that Dove
For He has been my guide
He has brought me up to sixth dimensions. 
To a perfect faith I've never known;
Now He'll send me with His Word
As He rides this trail again"
580;Why We Didn't Recognized (B);;"Chorus
Why didn't we recognize the mighty God
was here today
Didn't our hearts burn,
as He talked along the way
Shouldn't we have known
Shouldn't we have known
Wished we had known Him
Before the Lord had come and gone

The day before yesterday they,
crucified my Lord
Beat Him unmercifully, and
nailed Him to a tree
The sky grew dark, and
the earth began to fall
People cried surely, we've
crucified the son of God

Today a friend and I,
walked down the road
Didn't know our Lord had rose
A man drew near and spoke,
words so wise
Broke the bread and blessed it,
Vanished and opened up our eyes

I'm so glad I recognized the mighty God is here today
Haven't our heart burned,
as He talks along this way
I'm so glad I've known Him
I'm so glad I've known Him
I'm so glad I've known Him"
284;I Believe God;A;"I believe God, I believe God
It shall be done, even as you said
Trust and obey, look up and say
I believe, I believe God"
285;Reach Out, Touch The Lord;F;"Reach out and touch the Lord
As He passes by,
You'll find He's not too busy,
To hear your heart's cry;
He's passing by this moment,
Your needs to supply,
Reach out and touch the Lord
As He passes by."
1;Feeling So Much Better;F;"Feeling so much better 
Talking about this good old Way,
Feeling so much better 
Talking about the Lord;
Let's go on, let's go on 
Talking about this good old Way,
Let's go on, let's go on 
Talking about the  Lord.

The devil he don't like it, 
Talking about this good old Way,
The devil he don't like it, 
Talking about the Lord.
So, let's go on, let's go on 
Talking about this good old Way,
Let's go on, let's go on 
Talking about the Lord."
286;Shine On Me;F;"Shine on me, Lord, shine on me,
Let the light from the Lighthouse 
     shine on me;
Shine on me, Lord, shine on me,
Let the light from the Lighthouse 
     shine on me."
287;Oh It Is Jesus;C;"Oh it is Jesus! Yes, it is Jesus!
Oh it is Jesus in my soul;
For I have touched 
The hem of His garment,
And His blood has made me whole."
288;He's Everything To Me;F;"He's everything,
He's everything to me;
He's everything, 
He's everything to me;
He's my father, my mother, 
My sister and my brother,
He's everything to me."
289;I Know It Was The Blood;F;"I know it was the Blood,
I know it was the Blood,
I know it was the Blood for me;
One day when I was lost,
He died upon the Cross,
I know it was the Blood for me."
290;This World Can't Hold Me;F;"This old world can never hold me,
Any moment I'll be gone,
For I've made my consecration,
And I have my wedding garment on."
2;Sweet Jesus;D;"Sweet Jesus, sweet Jesus,
What a wonder You are,
You're brighter than the morning star;
You're fairer, much fairer,
Than the lily that grows by the wayside,
Precious, more precious than gold;

Just like the Rose of Sharon,
You're fairer than the fair,
You are all my heart and soul's desire,
You're fairer, much fairer,
Than the lily that grows by the wayside,
Precious, more precious than gold;"
3;Jesus Set Me Free;F;"I'm so glad Jesus set me free,
I'm so glad Jesus set me free,
I'm so glad Jesus set me free,
Singing, glory, hallelujah,
Jesus set me free.

I'm so glad Jesus lifted me,
I'm so glad Jesus lifted me,
I'm so glad Jesus lifted me,
Singing, glory, hallelujah,
Jesus set me free.

I'm on my way to Heaven, 
Shouting ""victory""
I'm on my way to Heaven, 
Shouting ""victory""
I'm on my way to Heaven, 
Shouting ""victory""
Singing, glory, hallelujah,
Jesus set me free.

Satan had me bound,
But Jesus set me free, 
Satan had me bound, 
But Jesus set me free, 
Satan had me bound, 
But Jesus set me free, 
Singing, glory, hallelujah,
Jesus set me free."
291;Spirit Of The Living God;F;"Spirit of the living God, 
Fall fresh on me;
Spirit of the living God, 
Fall fresh on me;
Break me! Melt me! 
Mold me! Fill me!
Spirit of the living God, 
Fall fresh on me."
